,Exp #,Batch,Mesh #,Velocity,Density,Exp Complete?
862,862,6,3,0.25,4,True
863,863,6,3,0.35,4,True
864,864,6,4,0.05,1,True
865,865,6,4,0.15,1,True
866,866,6,4,0.25,1,True
867,867,6,4,0.35,1,True
868,868,6,4,0.05,2,True
869,869,6,4,0.15,2,True
870,870,6,4,0.25,2,True
871,871,6,4,0.35,2,True
872,872,6,4,0.05,3,True
873,873,6,4,0.15,3,True
874,874,6,4,0.25,3,True
875,875,6,4,0.35,3,True
876,876,6,4,0.05,4,True
877,877,6,4,0.15,4,True
878,878,6,4,0.25,4,True
879,879,6,4,0.35,4,True
880,880,6,5,0.05,1,True
881,881,6,5,0.15,1,True
882,882,6,5,0.25,1,True
883,883,6,5,0.35,1,True
884,884,6,5,0.05,2,True
885,885,6,5,0.15,2,True
886,886,6,5,0.25,2,True
887,887,6,5,0.35,2,True
888,888,6,5,0.05,3,True
889,889,6,5,0.15,3,True
890,890,6,5,0.25,3,True
891,891,6,5,0.35,3,True
892,892,6,5,0.05,4,True
893,893,6,5,0.15,4,True
894,894,6,5,0.25,4,True
895,895,6,5,0.35,4,True
896,896,6,6,0.05,1,True
897,897,6,6,0.15,1,True
898,898,6,6,0.25,1,True
899,899,6,6,0.35,1,True
900,900,6,6,0.05,2,True
901,901,6,6,0.15,2,True
902,902,6,6,0.25,2,True
903,903,6,6,0.35,2,True
904,904,6,6,0.05,3,True
905,905,6,6,0.15,3,True
906,906,6,6,0.25,3,True
907,907,6,6,0.35,3,True
908,908,6,6,0.05,4,True
909,909,6,6,0.15,4,True
910,910,6,6,0.25,4,True
911,911,6,6,0.35,4,True
912,912,6,7,0.05,1,True
913,913,6,7,0.15,1,True
914,914,6,7,0.25,1,True
915,915,6,7,0.35,1,True
916,916,6,7,0.05,2,True
917,917,6,7,0.15,2,True
918,918,6,7,0.25,2,True
919,919,6,7,0.35,2,True
920,920,6,7,0.05,3,True
921,921,6,7,0.15,3,True
922,922,6,7,0.25,3,True
923,923,6,7,0.35,3,True
924,924,6,7,0.05,4,True
925,925,6,7,0.15,4,True
926,926,6,7,0.25,4,True
927,927,6,7,0.35,4,True
928,928,6,8,0.05,1,True
929,929,6,8,0.15,1,True
930,930,6,8,0.25,1,True
931,931,6,8,0.35,1,True
932,932,6,8,0.05,2,True
933,933,6,8,0.15,2,True
934,934,6,8,0.25,2,True
935,935,6,8,0.35,2,True
936,936,6,8,0.05,3,True
937,937,6,8,0.15,3,True
938,938,6,8,0.25,3,True
939,939,6,8,0.35,3,True
940,940,6,8,0.05,4,True
941,941,6,8,0.15,4,True
942,942,6,8,0.25,4,True
943,943,6,8,0.35,4,True
944,944,6,9,0.05,1,True
945,945,6,9,0.15,1,True
946,946,6,9,0.25,1,True
947,947,6,9,0.35,1,True
948,948,6,9,0.05,2,True
949,949,6,9,0.15,2,True
950,950,6,9,0.25,2,True
951,951,6,9,0.35,2,True
952,952,6,9,0.05,3,True
953,953,6,9,0.15,3,True
954,954,6,9,0.25,3,True
955,955,6,9,0.35,3,True
956,956,6,9,0.05,4,True
957,957,6,9,0.15,4,True
958,958,6,9,0.25,4,True
959,959,6,9,0.35,4,True
960,960,7,0,0.05,1,True
961,961,7,0,0.15,1,True
962,962,7,0,0.25,1,True
963,963,7,0,0.35,1,True
964,964,7,0,0.05,2,True
965,965,7,0,0.15,2,True
966,966,7,0,0.25,2,True
967,967,7,0,0.35,2,True
968,968,7,0,0.05,3,True
969,969,7,0,0.15,3,True
970,970,7,0,0.25,3,True
971,971,7,0,0.35,3,True
972,972,7,0,0.05,4,True
973,973,7,0,0.15,4,True
974,974,7,0,0.25,4,True
975,975,7,0,0.35,4,True
976,976,7,1,0.05,1,True
977,977,7,1,0.15,1,True
978,978,7,1,0.25,1,True
979,979,7,1,0.35,1,True
980,980,7,1,0.05,2,True
981,981,7,1,0.15,2,True
982,982,7,1,0.25,2,True
983,983,7,1,0.35,2,True
984,984,7,1,0.05,3,True
985,985,7,1,0.15,3,True
986,986,7,1,0.25,3,True
987,987,7,1,0.35,3,True
988,988,7,1,0.05,4,True
989,989,7,1,0.15,4,True
990,990,7,1,0.25,4,True
991,991,7,1,0.35,4,True
992,992,7,2,0.05,1,True
993,993,7,2,0.15,1,True
994,994,7,2,0.25,1,True
995,995,7,2,0.35,1,True
996,996,7,2,0.05,2,True
997,997,7,2,0.15,2,True
998,998,7,2,0.25,2,True
999,999,7,2,0.35,2,True
1000,1000,7,2,0.05,3,True
1001,1001,7,2,0.15,3,True
1002,1002,7,2,0.25,3,True
1003,1003,7,2,0.35,3,True
1004,1004,7,2,0.05,4,True
1005,1005,7,2,0.15,4,True
1006,1006,7,2,0.25,4,True
1007,1007,7,2,0.35,4,True
1008,1008,7,3,0.05,1,True
1009,1009,7,3,0.15,1,True
1010,1010,7,3,0.25,1,True
1011,1011,7,3,0.35,1,True
1012,1012,7,3,0.05,2,True
1013,1013,7,3,0.15,2,True
1014,1014,7,3,0.25,2,True
1015,1015,7,3,0.35,2,True
1016,1016,7,3,0.05,3,True
1017,1017,7,3,0.15,3,True
1018,1018,7,3,0.25,3,True
1019,1019,7,3,0.35,3,True
1020,1020,7,3,0.05,4,True
1021,1021,7,3,0.15,4,True
1022,1022,7,3,0.25,4,True
1023,1023,7,3,0.35,4,True
1024,1024,7,4,0.05,1,True
1025,1025,7,4,0.15,1,True
1026,1026,7,4,0.25,1,True
1027,1027,7,4,0.35,1,True
1028,1028,7,4,0.05,2,True
1029,1029,7,4,0.15,2,True
1030,1030,7,4,0.25,2,True
1031,1031,7,4,0.35,2,True
1032,1032,7,4,0.05,3,True
1033,1033,7,4,0.15,3,True
1034,1034,7,4,0.25,3,True
1035,1035,7,4,0.35,3,True
1036,1036,7,4,0.05,4,True
1037,1037,7,4,0.15,4,True
1038,1038,7,4,0.25,4,True
1039,1039,7,4,0.35,4,True
1040,1040,7,5,0.05,1,True
1041,1041,7,5,0.15,1,True
1042,1042,7,5,0.25,1,True
1043,1043,7,5,0.35,1,True
1044,1044,7,5,0.05,2,True
1045,1045,7,5,0.15,2,True
1046,1046,7,5,0.25,2,True
1047,1047,7,5,0.35,2,True
1048,1048,7,5,0.05,3,True
1049,1049,7,5,0.15,3,True
1050,1050,7,5,0.25,3,True
1051,1051,7,5,0.35,3,True
1052,1052,7,5,0.05,4,True
1053,1053,7,5,0.15,4,True
1054,1054,7,5,0.25,4,True
1055,1055,7,5,0.35,4,True
1056,1056,7,6,0.05,1,True
1057,1057,7,6,0.15,1,True
1058,1058,7,6,0.25,1,True
1059,1059,7,6,0.35,1,True
1060,1060,7,6,0.05,2,True
1061,1061,7,6,0.15,2,True
1062,1062,7,6,0.25,2,True
1063,1063,7,6,0.35,2,True
1064,1064,7,6,0.05,3,True
1065,1065,7,6,0.15,3,True
1066,1066,7,6,0.25,3,True
1067,1067,7,6,0.35,3,True
1068,1068,7,6,0.05,4,True
1069,1069,7,6,0.15,4,True
1070,1070,7,6,0.25,4,True
1071,1071,7,6,0.35,4,True
1072,1072,7,7,0.05,1,True
1073,1073,7,7,0.15,1,True
1074,1074,7,7,0.25,1,True
1075,1075,7,7,0.35,1,True
1076,1076,7,7,0.05,2,True
1077,1077,7,7,0.15,2,True
1078,1078,7,7,0.25,2,True
1079,1079,7,7,0.35,2,True
1080,1080,7,7,0.05,3,True
1081,1081,7,7,0.15,3,True
1082,1082,7,7,0.25,3,True
1083,1083,7,7,0.35,3,True
1084,1084,7,7,0.05,4,True
1085,1085,7,7,0.15,4,True
1086,1086,7,7,0.25,4,True
1087,1087,7,7,0.35,4,True
1088,1088,7,8,0.05,1,True
1089,1089,7,8,0.15,1,True
1090,1090,7,8,0.25,1,True
1091,1091,7,8,0.35,1,True
1092,1092,7,8,0.05,2,True
1093,1093,7,8,0.15,2,True
1094,1094,7,8,0.25,2,True
1095,1095,7,8,0.35,2,True
1096,1096,7,8,0.05,3,True
1097,1097,7,8,0.15,3,True
1098,1098,7,8,0.25,3,True
1099,1099,7,8,0.35,3,True
1100,1100,7,8,0.05,4,True
1101,1101,7,8,0.15,4,True
1102,1102,7,8,0.25,4,True
1103,1103,7,8,0.35,4,True
1104,1104,7,9,0.05,1,True
1105,1105,7,9,0.15,1,True
1106,1106,7,9,0.25,1,True
1107,1107,7,9,0.35,1,True
1108,1108,7,9,0.05,2,True
1109,1109,7,9,0.15,2,True
1110,1110,7,9,0.25,2,True
1111,1111,7,9,0.35,2,True
1112,1112,7,9,0.05,3,True
1113,1113,7,9,0.15,3,True
1114,1114,7,9,0.25,3,True
1115,1115,7,9,0.35,3,True
1116,1116,7,9,0.05,4,True
1117,1117,7,9,0.15,4,True
1118,1118,7,9,0.25,4,True
1119,1119,7,9,0.35,4,True
1120,1120,8,0,0.05,1,True
1121,1121,8,0,0.15,1,True
1122,1122,8,0,0.25,1,True
1123,1123,8,0,0.35,1,True
1124,1124,8,0,0.05,2,True
1125,1125,8,0,0.15,2,True
1126,1126,8,0,0.25,2,True
1127,1127,8,0,0.35,2,True
1128,1128,8,0,0.05,3,True
1129,1129,8,0,0.15,3,True
1130,1130,8,0,0.25,3,True
1131,1131,8,0,0.35,3,True
1132,1132,8,0,0.05,4,True
1133,1133,8,0,0.15,4,True
1134,1134,8,0,0.25,4,True
1135,1135,8,0,0.35,4,True
1136,1136,8,1,0.05,1,True
1137,1137,8,1,0.15,1,True
1138,1138,8,1,0.25,1,True
1139,1139,8,1,0.35,1,True
1140,1140,8,1,0.05,2,True
1141,1141,8,1,0.15,2,True
1142,1142,8,1,0.25,2,True
1143,1143,8,1,0.35,2,True
1144,1144,8,1,0.05,3,True
1145,1145,8,1,0.15,3,True
1146,1146,8,1,0.25,3,True
1147,1147,8,1,0.35,3,True
1148,1148,8,1,0.05,4,True
1149,1149,8,1,0.15,4,True
1150,1150,8,1,0.25,4,True
1151,1151,8,1,0.35,4,True
1152,1152,8,2,0.05,1,True
1153,1153,8,2,0.15,1,True
1154,1154,8,2,0.25,1,True
1155,1155,8,2,0.35,1,True
1156,1156,8,2,0.05,2,True
1157,1157,8,2,0.15,2,True
1158,1158,8,2,0.25,2,True
1159,1159,8,2,0.35,2,True
1160,1160,8,2,0.05,3,True
1161,1161,8,2,0.15,3,True
1162,1162,8,2,0.25,3,True
1163,1163,8,2,0.35,3,True
1164,1164,8,2,0.05,4,True
1165,1165,8,2,0.15,4,True
1166,1166,8,2,0.25,4,True
1167,1167,8,2,0.35,4,True
1168,1168,8,3,0.05,1,True
1169,1169,8,3,0.15,1,True
1170,1170,8,3,0.25,1,True
1171,1171,8,3,0.35,1,True
1172,1172,8,3,0.05,2,True
1173,1173,8,3,0.15,2,True
1174,1174,8,3,0.25,2,True
1175,1175,8,3,0.35,2,True
1176,1176,8,3,0.05,3,True
1177,1177,8,3,0.15,3,True
1178,1178,8,3,0.25,3,True
1179,1179,8,3,0.35,3,True
1180,1180,8,3,0.05,4,True
1181,1181,8,3,0.15,4,True
1182,1182,8,3,0.25,4,True
1183,1183,8,3,0.35,4,True
1184,1184,8,4,0.05,1,True
1185,1185,8,4,0.15,1,True
1186,1186,8,4,0.25,1,True
1187,1187,8,4,0.35,1,True
1188,1188,8,4,0.05,2,True
1189,1189,8,4,0.15,2,True
1190,1190,8,4,0.25,2,True
1191,1191,8,4,0.35,2,True
1192,1192,8,4,0.05,3,True
1193,1193,8,4,0.15,3,True
1194,1194,8,4,0.25,3,True
1195,1195,8,4,0.35,3,True
1196,1196,8,4,0.05,4,True
1197,1197,8,4,0.15,4,True
1198,1198,8,4,0.25,4,True
1199,1199,8,4,0.35,4,False
1200,1200,8,5,0.05,1,True
1201,1201,8,5,0.15,1,True
1202,1202,8,5,0.25,1,True
1203,1203,8,5,0.35,1,True
1204,1204,8,5,0.05,2,True
1205,1205,8,5,0.15,2,True
1206,1206,8,5,0.25,2,True
1207,1207,8,5,0.35,2,True
1208,1208,8,5,0.05,3,True
1209,1209,8,5,0.15,3,True
1210,1210,8,5,0.25,3,True
1211,1211,8,5,0.35,3,True
1212,1212,8,5,0.05,4,True
1213,1213,8,5,0.15,4,True
1214,1214,8,5,0.25,4,True
1215,1215,8,5,0.35,4,True
1216,1216,8,6,0.05,1,True
1217,1217,8,6,0.15,1,True
1218,1218,8,6,0.25,1,True
1219,1219,8,6,0.35,1,True
1220,1220,8,6,0.05,2,True
1221,1221,8,6,0.15,2,True
1222,1222,8,6,0.25,2,True
1223,1223,8,6,0.35,2,True
1224,1224,8,6,0.05,3,True
1225,1225,8,6,0.15,3,True
1226,1226,8,6,0.25,3,True
1227,1227,8,6,0.35,3,True
1228,1228,8,6,0.05,4,True
1229,1229,8,6,0.15,4,True
1230,1230,8,6,0.25,4,True
1231,1231,8,6,0.35,4,True
1232,1232,8,7,0.05,1,True
1233,1233,8,7,0.15,1,True
1234,1234,8,7,0.25,1,True
1235,1235,8,7,0.35,1,True
1236,1236,8,7,0.05,2,True
1237,1237,8,7,0.15,2,True
1238,1238,8,7,0.25,2,True
1239,1239,8,7,0.35,2,True
1240,1240,8,7,0.05,3,True
1241,1241,8,7,0.15,3,True
1242,1242,8,7,0.25,3,True
1243,1243,8,7,0.35,3,True
1244,1244,8,7,0.05,4,True
1245,1245,8,7,0.15,4,True
1246,1246,8,7,0.25,4,True
1247,1247,8,7,0.35,4,True
1248,1248,8,8,0.05,1,True
1249,1249,8,8,0.15,1,True
1250,1250,8,8,0.25,1,True
1251,1251,8,8,0.35,1,True
1252,1252,8,8,0.05,2,True
1253,1253,8,8,0.15,2,True
1254,1254,8,8,0.25,2,True
1255,1255,8,8,0.35,2,True
1256,1256,8,8,0.05,3,True
1257,1257,8,8,0.15,3,False
1258,1258,8,8,0.25,3,False
1259,1259,8,8,0.35,3,False
1260,1260,8,8,0.05,4,False
1261,1261,8,8,0.15,4,False
1262,1262,8,8,0.25,4,False
1263,1263,8,8,0.35,4,False
1264,1264,8,9,0.05,1,True
1265,1265,8,9,0.15,1,True
1266,1266,8,9,0.25,1,True
1267,1267,8,9,0.35,1,True
1268,1268,8,9,0.05,2,True
1269,1269,8,9,0.15,2,True
1270,1270,8,9,0.25,2,True
1271,1271,8,9,0.35,2,True
1272,1272,8,9,0.05,3,True
1273,1273,8,9,0.15,3,True
1274,1274,8,9,0.25,3,True
1275,1275,8,9,0.35,3,True
1276,1276,8,9,0.05,4,True
1277,1277,8,9,0.15,4,True
1278,1278,8,9,0.25,4,True
1279,1279,8,9,0.35,4,True
1280,1280,9,0,0.05,1,True
1281,1281,9,0,0.15,1,True
1282,1282,9,0,0.25,1,True
1283,1283,9,0,0.35,1,True
1284,1284,9,0,0.05,2,True
1285,1285,9,0,0.15,2,True
1286,1286,9,0,0.25,2,True
1287,1287,9,0,0.35,2,True
1288,1288,9,0,0.05,3,True
1289,1289,9,0,0.15,3,True
1290,1290,9,0,0.25,3,True
1291,1291,9,0,0.35,3,True
1292,1292,9,0,0.05,4,True
1293,1293,9,0,0.15,4,True
1294,1294,9,0,0.25,4,True
1295,1295,9,0,0.35,4,True
1296,1296,9,1,0.05,1,True
1297,1297,9,1,0.15,1,True
1298,1298,9,1,0.25,1,True
1299,1299,9,1,0.35,1,True
1300,1300,9,1,0.05,2,True
1301,1301,9,1,0.15,2,True
1302,1302,9,1,0.25,2,True
1303,1303,9,1,0.35,2,True
1304,1304,9,1,0.05,3,True
1305,1305,9,1,0.15,3,True
1306,1306,9,1,0.25,3,True
1307,1307,9,1,0.35,3,True
1308,1308,9,1,0.05,4,True
1309,1309,9,1,0.15,4,True
1310,1310,9,1,0.25,4,True
1311,1311,9,1,0.35,4,True
1312,1312,9,2,0.05,1,True
1313,1313,9,2,0.15,1,True
1314,1314,9,2,0.25,1,True
1315,1315,9,2,0.35,1,True
1316,1316,9,2,0.05,2,True
1317,1317,9,2,0.15,2,True
1318,1318,9,2,0.25,2,True
1319,1319,9,2,0.35,2,True
1320,1320,9,2,0.05,3,True
1321,1321,9,2,0.15,3,True
1322,1322,9,2,0.25,3,True
1323,1323,9,2,0.35,3,True
1324,1324,9,2,0.05,4,True
1325,1325,9,2,0.15,4,True
1326,1326,9,2,0.25,4,True
1327,1327,9,2,0.35,4,True
1328,1328,9,3,0.05,1,True
1329,1329,9,3,0.15,1,True
1330,1330,9,3,0.25,1,True
1331,1331,9,3,0.35,1,True
1332,1332,9,3,0.05,2,True
1333,1333,9,3,0.15,2,True
1334,1334,9,3,0.25,2,True
1335,1335,9,3,0.35,2,True
1336,1336,9,3,0.05,3,True
1337,1337,9,3,0.15,3,True
1338,1338,9,3,0.25,3,True
1339,1339,9,3,0.35,3,True
1340,1340,9,3,0.05,4,True
1341,1341,9,3,0.15,4,True
1342,1342,9,3,0.25,4,True
1343,1343,9,3,0.35,4,True
1344,1344,9,4,0.05,1,True
1345,1345,9,4,0.15,1,True
1346,1346,9,4,0.25,1,True
1347,1347,9,4,0.35,1,True
1348,1348,9,4,0.05,2,True
1349,1349,9,4,0.15,2,True
1350,1350,9,4,0.25,2,True
1351,1351,9,4,0.35,2,True
1352,1352,9,4,0.05,3,True
1353,1353,9,4,0.15,3,True
1354,1354,9,4,0.25,3,True
1355,1355,9,4,0.35,3,True
1356,1356,9,4,0.05,4,True
1357,1357,9,4,0.15,4,True
1358,1358,9,4,0.25,4,True
1359,1359,9,4,0.35,4,True
1360,1360,9,5,0.05,1,True
1361,1361,9,5,0.15,1,True
1362,1362,9,5,0.25,1,True
1363,1363,9,5,0.35,1,True
1364,1364,9,5,0.05,2,True
1365,1365,9,5,0.15,2,True
1366,1366,9,5,0.25,2,True
1367,1367,9,5,0.35,2,True
1368,1368,9,5,0.05,3,True
1369,1369,9,5,0.15,3,True
1370,1370,9,5,0.25,3,True
1371,1371,9,5,0.35,3,True
1372,1372,9,5,0.05,4,True
1373,1373,9,5,0.15,4,True
1374,1374,9,5,0.25,4,True
1375,1375,9,5,0.35,4,True
1376,1376,9,6,0.05,1,True
1377,1377,9,6,0.15,1,True
1378,1378,9,6,0.25,1,True
1379,1379,9,6,0.35,1,True
1380,1380,9,6,0.05,2,True
1381,1381,9,6,0.15,2,True
1382,1382,9,6,0.25,2,True
1383,1383,9,6,0.35,2,True
1384,1384,9,6,0.05,3,True
1385,1385,9,6,0.15,3,True
1386,1386,9,6,0.25,3,True
1387,1387,9,6,0.35,3,True
1388,1388,9,6,0.05,4,True
1389,1389,9,6,0.15,4,True
1390,1390,9,6,0.25,4,True
1391,1391,9,6,0.35,4,True
1392,1392,9,7,0.05,1,True
1393,1393,9,7,0.15,1,True
1394,1394,9,7,0.25,1,True
1395,1395,9,7,0.35,1,True
1396,1396,9,7,0.05,2,True
1397,1397,9,7,0.15,2,True
1398,1398,9,7,0.25,2,True
1399,1399,9,7,0.35,2,True
1400,1400,9,7,0.05,3,True
1401,1401,9,7,0.15,3,True
1402,1402,9,7,0.25,3,True
1403,1403,9,7,0.35,3,True
1404,1404,9,7,0.05,4,True
1405,1405,9,7,0.15,4,True
1406,1406,9,7,0.25,4,False
1407,1407,9,7,0.35,4,False
1408,1408,9,8,0.05,1,True
1409,1409,9,8,0.15,1,True
1410,1410,9,8,0.25,1,True
1411,1411,9,8,0.35,1,True
1412,1412,9,8,0.05,2,True
1413,1413,9,8,0.15,2,True
1414,1414,9,8,0.25,2,True
1415,1415,9,8,0.35,2,True
1416,1416,9,8,0.05,3,True
1417,1417,9,8,0.15,3,True
1418,1418,9,8,0.25,3,True
1419,1419,9,8,0.35,3,True
1420,1420,9,8,0.05,4,True
1421,1421,9,8,0.15,4,True
1422,1422,9,8,0.25,4,True
1423,1423,9,8,0.35,4,True
1424,1424,9,9,0.05,1,True
1425,1425,9,9,0.15,1,True
1426,1426,9,9,0.25,1,True
1427,1427,9,9,0.35,1,True
1428,1428,9,9,0.05,2,True
1429,1429,9,9,0.15,2,True
1430,1430,9,9,0.25,2,True
1431,1431,9,9,0.35,2,True
1432,1432,9,9,0.05,3,True
1433,1433,9,9,0.15,3,True
1434,1434,9,9,0.25,3,True
1435,1435,9,9,0.35,3,True
1436,1436,9,9,0.05,4,True
1437,1437,9,9,0.15,4,True
1438,1438,9,9,0.25,4,True
1439,1439,9,9,0.35,4,True
1440,1440,10,0,0.05,1,True
1441,1441,10,0,0.15,1,True
1442,1442,10,0,0.25,1,True
1443,1443,10,0,0.35,1,True
1444,1444,10,0,0.05,2,True
1445,1445,10,0,0.15,2,True
1446,1446,10,0,0.25,2,True
1447,1447,10,0,0.35,2,True
1448,1448,10,0,0.05,3,True
1449,1449,10,0,0.15,3,True
1450,1450,10,0,0.25,3,True
1451,1451,10,0,0.35,3,True
1452,1452,10,0,0.05,4,True
1453,1453,10,0,0.15,4,True
1454,1454,10,0,0.25,4,True
1455,1455,10,0,0.35,4,True
1456,1456,10,1,0.05,1,True
1457,1457,10,1,0.15,1,True
1458,1458,10,1,0.25,1,True
1459,1459,10,1,0.35,1,True
1460,1460,10,1,0.05,2,True
1461,1461,10,1,0.15,2,True
1462,1462,10,1,0.25,2,True
1463,1463,10,1,0.35,2,True
1464,1464,10,1,0.05,3,True
1465,1465,10,1,0.15,3,True
1466,1466,10,1,0.25,3,True
1467,1467,10,1,0.35,3,True
1468,1468,10,1,0.05,4,True
1469,1469,10,1,0.15,4,True
1470,1470,10,1,0.25,4,True
1471,1471,10,1,0.35,4,True
1472,1472,10,2,0.05,1,True
1473,1473,10,2,0.15,1,True
1474,1474,10,2,0.25,1,True
1475,1475,10,2,0.35,1,True
1476,1476,10,2,0.05,2,True
1477,1477,10,2,0.15,2,True
1478,1478,10,2,0.25,2,True
1479,1479,10,2,0.35,2,True
1480,1480,10,2,0.05,3,True
1481,1481,10,2,0.15,3,True
1482,1482,10,2,0.25,3,True
1483,1483,10,2,0.35,3,True
1484,1484,10,2,0.05,4,True
1485,1485,10,2,0.15,4,True
1486,1486,10,2,0.25,4,False
1487,1487,10,2,0.35,4,False
1488,1488,10,3,0.05,1,True
1489,1489,10,3,0.15,1,True
1490,1490,10,3,0.25,1,True
1491,1491,10,3,0.35,1,True
1492,1492,10,3,0.05,2,False
1493,1493,10,3,0.15,2,False
1494,1494,10,3,0.25,2,False
1495,1495,10,3,0.35,2,False
1496,1496,10,3,0.05,3,False
1497,1497,10,3,0.15,3,False
1498,1498,10,3,0.25,3,False
1499,1499,10,3,0.35,3,False
1500,1500,10,3,0.05,4,False
1501,1501,10,3,0.15,4,False
1502,1502,10,3,0.25,4,False
1503,1503,10,3,0.35,4,False
1504,1504,10,4,0.05,1,True
1505,1505,10,4,0.15,1,True
1506,1506,10,4,0.25,1,True
1507,1507,10,4,0.35,1,True
1508,1508,10,4,0.05,2,True
1509,1509,10,4,0.15,2,True
1510,1510,10,4,0.25,2,True
1511,1511,10,4,0.35,2,True
1512,1512,10,4,0.05,3,True
1513,1513,10,4,0.15,3,False
1514,1514,10,4,0.25,3,False
1515,1515,10,4,0.35,3,False
1516,1516,10,4,0.05,4,False
1517,1517,10,4,0.15,4,False
1518,1518,10,4,0.25,4,False
1519,1519,10,4,0.35,4,False
1520,1520,10,5,0.05,1,True
1521,1521,10,5,0.15,1,True
1522,1522,10,5,0.25,1,True
1523,1523,10,5,0.35,1,False
1524,1524,10,5,0.05,2,False
1525,1525,10,5,0.15,2,False
1526,1526,10,5,0.25,2,False
1527,1527,10,5,0.35,2,False
1528,1528,10,5,0.05,3,False
1529,1529,10,5,0.15,3,False
1530,1530,10,5,0.25,3,False
1531,1531,10,5,0.35,3,False
1532,1532,10,5,0.05,4,False
1533,1533,10,5,0.15,4,False
1534,1534,10,5,0.25,4,False
1535,1535,10,5,0.35,4,False
1536,1536,10,6,0.05,1,True
1537,1537,10,6,0.15,1,True
1538,1538,10,6,0.25,1,True
1539,1539,10,6,0.35,1,True
1540,1540,10,6,0.05,2,True
1541,1541,10,6,0.15,2,True
1542,1542,10,6,0.25,2,True
1543,1543,10,6,0.35,2,True
1544,1544,10,6,0.05,3,True
1545,1545,10,6,0.15,3,True
1546,1546,10,6,0.25,3,True
1547,1547,10,6,0.35,3,True
1548,1548,10,6,0.05,4,True
1549,1549,10,6,0.15,4,True
1550,1550,10,6,0.25,4,True
1551,1551,10,6,0.35,4,True
1552,1552,10,7,0.05,1,True
1553,1553,10,7,0.15,1,True
1554,1554,10,7,0.25,1,True
1555,1555,10,7,0.35,1,True
1556,1556,10,7,0.05,2,True
1557,1557,10,7,0.15,2,True
1558,1558,10,7,0.25,2,True
1559,1559,10,7,0.35,2,True
1560,1560,10,7,0.05,3,True
1561,1561,10,7,0.15,3,True
1562,1562,10,7,0.25,3,False
1563,1563,10,7,0.35,3,False
1564,1564,10,7,0.05,4,False
1565,1565,10,7,0.15,4,False
1566,1566,10,7,0.25,4,False
1567,1567,10,7,0.35,4,False
1568,1568,10,8,0.05,1,True
1569,1569,10,8,0.15,1,True
1570,1570,10,8,0.25,1,True
1571,1571,10,8,0.35,1,True
1572,1572,10,8,0.05,2,True
1573,1573,10,8,0.15,2,True
1574,1574,10,8,0.25,2,True
1575,1575,10,8,0.35,2,True
1576,1576,10,8,0.05,3,True
1577,1577,10,8,0.15,3,False
1578,1578,10,8,0.25,3,False
1579,1579,10,8,0.35,3,False
1580,1580,10,8,0.05,4,False
1581,1581,10,8,0.15,4,False
1582,1582,10,8,0.25,4,False
1583,1583,10,8,0.35,4,False
1584,1584,10,9,0.05,1,True
1585,1585,10,9,0.15,1,True
1586,1586,10,9,0.25,1,True
1587,1587,10,9,0.35,1,True
1588,1588,10,9,0.05,2,True
1589,1589,10,9,0.15,2,True
1590,1590,10,9,0.25,2,True
1591,1591,10,9,0.35,2,True
1592,1592,10,9,0.05,3,True
1593,1593,10,9,0.15,3,True
1594,1594,10,9,0.25,3,True
1595,1595,10,9,0.35,3,True
1596,1596,10,9,0.05,4,True
1597,1597,10,9,0.15,4,True
1598,1598,10,9,0.25,4,True
1599,1599,10,9,0.35,4,True
1600,1600,11,0,0.05,1,True
1601,1601,11,0,0.15,1,True
1602,1602,11,0,0.25,1,True
1603,1603,11,0,0.35,1,True
1604,1604,11,0,0.05,2,True
1605,1605,11,0,0.15,2,True
1606,1606,11,0,0.25,2,True
1607,1607,11,0,0.35,2,True
1608,1608,11,0,0.05,3,True
1609,1609,11,0,0.15,3,True
1610,1610,11,0,0.25,3,True
1611,1611,11,0,0.35,3,True
1612,1612,11,0,0.05,4,True
1613,1613,11,0,0.15,4,True
1614,1614,11,0,0.25,4,True
1615,1615,11,0,0.35,4,True
1616,1616,11,1,0.05,1,True
1617,1617,11,1,0.15,1,True
1618,1618,11,1,0.25,1,True
1619,1619,11,1,0.35,1,True
1620,1620,11,1,0.05,2,True
1621,1621,11,1,0.15,2,True
1622,1622,11,1,0.25,2,True
1623,1623,11,1,0.35,2,True
1624,1624,11,1,0.05,3,True
1625,1625,11,1,0.15,3,True
1626,1626,11,1,0.25,3,True
1627,1627,11,1,0.35,3,True
1628,1628,11,1,0.05,4,True
1629,1629,11,1,0.15,4,True
1630,1630,11,1,0.25,4,True
1631,1631,11,1,0.35,4,True
1632,1632,11,2,0.05,1,True
1633,1633,11,2,0.15,1,True
1634,1634,11,2,0.25,1,True
1635,1635,11,2,0.35,1,True
1636,1636,11,2,0.05,2,True
1637,1637,11,2,0.15,2,True
1638,1638,11,2,0.25,2,True
1639,1639,11,2,0.35,2,True
1640,1640,11,2,0.05,3,True
1641,1641,11,2,0.15,3,True
1642,1642,11,2,0.25,3,True
1643,1643,11,2,0.35,3,False
1644,1644,11,2,0.05,4,False
1645,1645,11,2,0.15,4,False
1646,1646,11,2,0.25,4,False
1647,1647,11,2,0.35,4,False
1648,1648,11,3,0.05,1,True
1649,1649,11,3,0.15,1,True
1650,1650,11,3,0.25,1,True
1651,1651,11,3,0.35,1,True
1652,1652,11,3,0.05,2,True
