,Exp #,Batch,Mesh #,Velocity,Density,Exp Complete?
2429,2429,16,1,0.15,4,True
2430,2430,16,1,0.25,4,True
2431,2431,16,1,0.35,4,True
2432,2432,16,2,0.05,1,True
2433,2433,16,2,0.15,1,True
2434,2434,16,2,0.25,1,True
2435,2435,16,2,0.35,1,True
2436,2436,16,2,0.05,2,True
2437,2437,16,2,0.15,2,True
2438,2438,16,2,0.25,2,True
2439,2439,16,2,0.35,2,True
2440,2440,16,2,0.05,3,True
2441,2441,16,2,0.15,3,True
2442,2442,16,2,0.25,3,True
2443,2443,16,2,0.35,3,True
2444,2444,16,2,0.05,4,True
2445,2445,16,2,0.15,4,True
2446,2446,16,2,0.25,4,True
2447,2447,16,2,0.35,4,True
2448,2448,16,3,0.05,1,True
2449,2449,16,3,0.15,1,True
2450,2450,16,3,0.25,1,True
2451,2451,16,3,0.35,1,True
2452,2452,16,3,0.05,2,True
2453,2453,16,3,0.15,2,True
2454,2454,16,3,0.25,2,True
2455,2455,16,3,0.35,2,True
2456,2456,16,3,0.05,3,True
2457,2457,16,3,0.15,3,True
2458,2458,16,3,0.25,3,True
2459,2459,16,3,0.35,3,True
2460,2460,16,3,0.05,4,True
2461,2461,16,3,0.15,4,True
2462,2462,16,3,0.25,4,True
2463,2463,16,3,0.35,4,True
2464,2464,16,4,0.05,1,True
2465,2465,16,4,0.15,1,True
2466,2466,16,4,0.25,1,True
2467,2467,16,4,0.35,1,True
2468,2468,16,4,0.05,2,True
2469,2469,16,4,0.15,2,True
2470,2470,16,4,0.25,2,True
2471,2471,16,4,0.35,2,True
2472,2472,16,4,0.05,3,True
2473,2473,16,4,0.15,3,True
2474,2474,16,4,0.25,3,True
2475,2475,16,4,0.35,3,True
2476,2476,16,4,0.05,4,True
2477,2477,16,4,0.15,4,True
2478,2478,16,4,0.25,4,True
2479,2479,16,4,0.35,4,True
2480,2480,16,5,0.05,1,True
2481,2481,16,5,0.15,1,True
2482,2482,16,5,0.25,1,True
2483,2483,16,5,0.35,1,True
2484,2484,16,5,0.05,2,True
2485,2485,16,5,0.15,2,True
2486,2486,16,5,0.25,2,True
2487,2487,16,5,0.35,2,True
2488,2488,16,5,0.05,3,True
2489,2489,16,5,0.15,3,True
2490,2490,16,5,0.25,3,True
2491,2491,16,5,0.35,3,True
2492,2492,16,5,0.05,4,True
2493,2493,16,5,0.15,4,True
2494,2494,16,5,0.25,4,True
2495,2495,16,5,0.35,4,True
2496,2496,16,6,0.05,1,True
2497,2497,16,6,0.15,1,True
2498,2498,16,6,0.25,1,True
2499,2499,16,6,0.35,1,True
2500,2500,16,6,0.05,2,True
2501,2501,16,6,0.15,2,True
2502,2502,16,6,0.25,2,True
2503,2503,16,6,0.35,2,True
2504,2504,16,6,0.05,3,True
2505,2505,16,6,0.15,3,True
2506,2506,16,6,0.25,3,True
2507,2507,16,6,0.35,3,True
2508,2508,16,6,0.05,4,True
2509,2509,16,6,0.15,4,True
2510,2510,16,6,0.25,4,True
2511,2511,16,6,0.35,4,True
2512,2512,16,7,0.05,1,True
2513,2513,16,7,0.15,1,True
2514,2514,16,7,0.25,1,True
2515,2515,16,7,0.35,1,True
2516,2516,16,7,0.05,2,True
2517,2517,16,7,0.15,2,True
2518,2518,16,7,0.25,2,True
2519,2519,16,7,0.35,2,True
2520,2520,16,7,0.05,3,True
2521,2521,16,7,0.15,3,True
2522,2522,16,7,0.25,3,True
2523,2523,16,7,0.35,3,True
2524,2524,16,7,0.05,4,True
2525,2525,16,7,0.15,4,True
2526,2526,16,7,0.25,4,True
2527,2527,16,7,0.35,4,True
2528,2528,16,8,0.05,1,True
2529,2529,16,8,0.15,1,True
2530,2530,16,8,0.25,1,True
2531,2531,16,8,0.35,1,True
2532,2532,16,8,0.05,2,True
2533,2533,16,8,0.15,2,True
2534,2534,16,8,0.25,2,True
2535,2535,16,8,0.35,2,True
2536,2536,16,8,0.05,3,True
2537,2537,16,8,0.15,3,True
2538,2538,16,8,0.25,3,True
2539,2539,16,8,0.35,3,True
2540,2540,16,8,0.05,4,True
2541,2541,16,8,0.15,4,True
2542,2542,16,8,0.25,4,True
2543,2543,16,8,0.35,4,True
2544,2544,16,9,0.05,1,True
2545,2545,16,9,0.15,1,True
2546,2546,16,9,0.25,1,True
2547,2547,16,9,0.35,1,True
2548,2548,16,9,0.05,2,True
2549,2549,16,9,0.15,2,True
2550,2550,16,9,0.25,2,True
2551,2551,16,9,0.35,2,True
2552,2552,16,9,0.05,3,True
2553,2553,16,9,0.15,3,True
2554,2554,16,9,0.25,3,True
2555,2555,16,9,0.35,3,True
2556,2556,16,9,0.05,4,True
2557,2557,16,9,0.15,4,True
2558,2558,16,9,0.25,4,True
2559,2559,16,9,0.35,4,True
2560,2560,17,0,0.05,1,True
2561,2561,17,0,0.15,1,True
2562,2562,17,0,0.25,1,True
2563,2563,17,0,0.35,1,True
2564,2564,17,0,0.05,2,True
2565,2565,17,0,0.15,2,True
2566,2566,17,0,0.25,2,True
2567,2567,17,0,0.35,2,True
2568,2568,17,0,0.05,3,True
2569,2569,17,0,0.15,3,True
2570,2570,17,0,0.25,3,True
2571,2571,17,0,0.35,3,True
2572,2572,17,0,0.05,4,True
2573,2573,17,0,0.15,4,True
2574,2574,17,0,0.25,4,True
2575,2575,17,0,0.35,4,True
2576,2576,17,1,0.05,1,True
2577,2577,17,1,0.15,1,True
2578,2578,17,1,0.25,1,True
2579,2579,17,1,0.35,1,True
2580,2580,17,1,0.05,2,True
2581,2581,17,1,0.15,2,True
2582,2582,17,1,0.25,2,True
2583,2583,17,1,0.35,2,True
2584,2584,17,1,0.05,3,True
2585,2585,17,1,0.15,3,True
2586,2586,17,1,0.25,3,True
2587,2587,17,1,0.35,3,True
2588,2588,17,1,0.05,4,True
2589,2589,17,1,0.15,4,True
2590,2590,17,1,0.25,4,True
2591,2591,17,1,0.35,4,True
2592,2592,17,2,0.05,1,True
2593,2593,17,2,0.15,1,True
2594,2594,17,2,0.25,1,True
2595,2595,17,2,0.35,1,True
2596,2596,17,2,0.05,2,True
2597,2597,17,2,0.15,2,True
2598,2598,17,2,0.25,2,True
2599,2599,17,2,0.35,2,True
2600,2600,17,2,0.05,3,True
2601,2601,17,2,0.15,3,True
2602,2602,17,2,0.25,3,True
2603,2603,17,2,0.35,3,True
2604,2604,17,2,0.05,4,True
2605,2605,17,2,0.15,4,True
2606,2606,17,2,0.25,4,True
2607,2607,17,2,0.35,4,True
2608,2608,17,3,0.05,1,True
2609,2609,17,3,0.15,1,True
2610,2610,17,3,0.25,1,True
2611,2611,17,3,0.35,1,True
2612,2612,17,3,0.05,2,True
2613,2613,17,3,0.15,2,True
2614,2614,17,3,0.25,2,True
2615,2615,17,3,0.35,2,True
2616,2616,17,3,0.05,3,True
2617,2617,17,3,0.15,3,True
2618,2618,17,3,0.25,3,True
2619,2619,17,3,0.35,3,True
2620,2620,17,3,0.05,4,True
2621,2621,17,3,0.15,4,True
2622,2622,17,3,0.25,4,True
2623,2623,17,3,0.35,4,True
2624,2624,17,4,0.05,1,True
2625,2625,17,4,0.15,1,True
2626,2626,17,4,0.25,1,True
2627,2627,17,4,0.35,1,True
2628,2628,17,4,0.05,2,True
2629,2629,17,4,0.15,2,True
2630,2630,17,4,0.25,2,True
2631,2631,17,4,0.35,2,True
2632,2632,17,4,0.05,3,True
2633,2633,17,4,0.15,3,True
2634,2634,17,4,0.25,3,True
2635,2635,17,4,0.35,3,True
2636,2636,17,4,0.05,4,True
2637,2637,17,4,0.15,4,True
2638,2638,17,4,0.25,4,True
2639,2639,17,4,0.35,4,True
2640,2640,17,5,0.05,1,True
2641,2641,17,5,0.15,1,True
2642,2642,17,5,0.25,1,True
2643,2643,17,5,0.35,1,True
2644,2644,17,5,0.05,2,True
2645,2645,17,5,0.15,2,True
2646,2646,17,5,0.25,2,True
2647,2647,17,5,0.35,2,True
2648,2648,17,5,0.05,3,True
2649,2649,17,5,0.15,3,True
2650,2650,17,5,0.25,3,True
2651,2651,17,5,0.35,3,True
2652,2652,17,5,0.05,4,True
2653,2653,17,5,0.15,4,True
2654,2654,17,5,0.25,4,True
2655,2655,17,5,0.35,4,True
2656,2656,17,6,0.05,1,True
2657,2657,17,6,0.15,1,True
2658,2658,17,6,0.25,1,True
2659,2659,17,6,0.35,1,True
2660,2660,17,6,0.05,2,True
2661,2661,17,6,0.15,2,True
2662,2662,17,6,0.25,2,True
2663,2663,17,6,0.35,2,True
2664,2664,17,6,0.05,3,True
2665,2665,17,6,0.15,3,True
2666,2666,17,6,0.25,3,True
2667,2667,17,6,0.35,3,True
2668,2668,17,6,0.05,4,True
2669,2669,17,6,0.15,4,True
2670,2670,17,6,0.25,4,True
2671,2671,17,6,0.35,4,True
2672,2672,17,7,0.05,1,True
2673,2673,17,7,0.15,1,True
2674,2674,17,7,0.25,1,True
2675,2675,17,7,0.35,1,True
2676,2676,17,7,0.05,2,True
2677,2677,17,7,0.15,2,True
2678,2678,17,7,0.25,2,True
2679,2679,17,7,0.35,2,True
2680,2680,17,7,0.05,3,True
2681,2681,17,7,0.15,3,True
2682,2682,17,7,0.25,3,True
2683,2683,17,7,0.35,3,True
2684,2684,17,7,0.05,4,True
2685,2685,17,7,0.15,4,True
2686,2686,17,7,0.25,4,True
2687,2687,17,7,0.35,4,True
2688,2688,17,8,0.05,1,True
2689,2689,17,8,0.15,1,True
2690,2690,17,8,0.25,1,True
2691,2691,17,8,0.35,1,True
2692,2692,17,8,0.05,2,True
2693,2693,17,8,0.15,2,True
2694,2694,17,8,0.25,2,True
2695,2695,17,8,0.35,2,True
2696,2696,17,8,0.05,3,True
2697,2697,17,8,0.15,3,True
2698,2698,17,8,0.25,3,True
2699,2699,17,8,0.35,3,True
2700,2700,17,8,0.05,4,True
2701,2701,17,8,0.15,4,True
2702,2702,17,8,0.25,4,True
2703,2703,17,8,0.35,4,True
2704,2704,17,9,0.05,1,True
2705,2705,17,9,0.15,1,True
2706,2706,17,9,0.25,1,True
2707,2707,17,9,0.35,1,True
2708,2708,17,9,0.05,2,True
2709,2709,17,9,0.15,2,True
2710,2710,17,9,0.25,2,True
2711,2711,17,9,0.35,2,True
2712,2712,17,9,0.05,3,True
2713,2713,17,9,0.15,3,True
2714,2714,17,9,0.25,3,True
2715,2715,17,9,0.35,3,True
2716,2716,17,9,0.05,4,True
2717,2717,17,9,0.15,4,True
2718,2718,17,9,0.25,4,True
2719,2719,17,9,0.35,4,True
2720,2720,18,0,0.05,1,True
2721,2721,18,0,0.15,1,True
2722,2722,18,0,0.25,1,True
2723,2723,18,0,0.35,1,True
2724,2724,18,0,0.05,2,True
2725,2725,18,0,0.15,2,True
2726,2726,18,0,0.25,2,True
2727,2727,18,0,0.35,2,True
2728,2728,18,0,0.05,3,True
2729,2729,18,0,0.15,3,True
2730,2730,18,0,0.25,3,True
2731,2731,18,0,0.35,3,True
2732,2732,18,0,0.05,4,True
2733,2733,18,0,0.15,4,True
2734,2734,18,0,0.25,4,True
2735,2735,18,0,0.35,4,True
2736,2736,18,1,0.05,1,True
2737,2737,18,1,0.15,1,True
2738,2738,18,1,0.25,1,True
2739,2739,18,1,0.35,1,True
2740,2740,18,1,0.05,2,True
2741,2741,18,1,0.15,2,True
2742,2742,18,1,0.25,2,True
2743,2743,18,1,0.35,2,True
2744,2744,18,1,0.05,3,True
2745,2745,18,1,0.15,3,True
2746,2746,18,1,0.25,3,True
2747,2747,18,1,0.35,3,True
2748,2748,18,1,0.05,4,True
2749,2749,18,1,0.15,4,True
2750,2750,18,1,0.25,4,True
2751,2751,18,1,0.35,4,True
2752,2752,18,2,0.05,1,True
2753,2753,18,2,0.15,1,True
2754,2754,18,2,0.25,1,True
2755,2755,18,2,0.35,1,True
2756,2756,18,2,0.05,2,True
2757,2757,18,2,0.15,2,True
2758,2758,18,2,0.25,2,True
2759,2759,18,2,0.35,2,True
2760,2760,18,2,0.05,3,True
2761,2761,18,2,0.15,3,True
2762,2762,18,2,0.25,3,True
2763,2763,18,2,0.35,3,True
2764,2764,18,2,0.05,4,True
2765,2765,18,2,0.15,4,True
2766,2766,18,2,0.25,4,True
2767,2767,18,2,0.35,4,True
2768,2768,18,3,0.05,1,True
2769,2769,18,3,0.15,1,True
2770,2770,18,3,0.25,1,True
2771,2771,18,3,0.35,1,True
2772,2772,18,3,0.05,2,True
2773,2773,18,3,0.15,2,True
2774,2774,18,3,0.25,2,True
2775,2775,18,3,0.35,2,True
2776,2776,18,3,0.05,3,True
2777,2777,18,3,0.15,3,True
2778,2778,18,3,0.25,3,True
2779,2779,18,3,0.35,3,True
2780,2780,18,3,0.05,4,True
2781,2781,18,3,0.15,4,True
2782,2782,18,3,0.25,4,True
2783,2783,18,3,0.35,4,True
2784,2784,18,4,0.05,1,True
2785,2785,18,4,0.15,1,True
2786,2786,18,4,0.25,1,True
2787,2787,18,4,0.35,1,True
2788,2788,18,4,0.05,2,True
2789,2789,18,4,0.15,2,True
2790,2790,18,4,0.25,2,True
2791,2791,18,4,0.35,2,True
2792,2792,18,4,0.05,3,True
2793,2793,18,4,0.15,3,True
2794,2794,18,4,0.25,3,True
2795,2795,18,4,0.35,3,True
2796,2796,18,4,0.05,4,True
2797,2797,18,4,0.15,4,True
2798,2798,18,4,0.25,4,True
2799,2799,18,4,0.35,4,True
2800,2800,18,5,0.05,1,True
2801,2801,18,5,0.15,1,True
2802,2802,18,5,0.25,1,True
2803,2803,18,5,0.35,1,True
2804,2804,18,5,0.05,2,True
2805,2805,18,5,0.15,2,True
2806,2806,18,5,0.25,2,True
2807,2807,18,5,0.35,2,True
2808,2808,18,5,0.05,3,True
2809,2809,18,5,0.15,3,True
2810,2810,18,5,0.25,3,True
2811,2811,18,5,0.35,3,True
2812,2812,18,5,0.05,4,True
2813,2813,18,5,0.15,4,True
2814,2814,18,5,0.25,4,True
2815,2815,18,5,0.35,4,True
2816,2816,18,6,0.05,1,True
2817,2817,18,6,0.15,1,True
2818,2818,18,6,0.25,1,True
2819,2819,18,6,0.35,1,True
2820,2820,18,6,0.05,2,True
2821,2821,18,6,0.15,2,True
2822,2822,18,6,0.25,2,True
2823,2823,18,6,0.35,2,True
2824,2824,18,6,0.05,3,True
2825,2825,18,6,0.15,3,True
2826,2826,18,6,0.25,3,True
2827,2827,18,6,0.35,3,True
2828,2828,18,6,0.05,4,True
2829,2829,18,6,0.15,4,True
2830,2830,18,6,0.25,4,True
2831,2831,18,6,0.35,4,True
2832,2832,18,7,0.05,1,True
2833,2833,18,7,0.15,1,True
2834,2834,18,7,0.25,1,True
2835,2835,18,7,0.35,1,True
2836,2836,18,7,0.05,2,True
2837,2837,18,7,0.15,2,True
2838,2838,18,7,0.25,2,True
2839,2839,18,7,0.35,2,True
2840,2840,18,7,0.05,3,True
2841,2841,18,7,0.15,3,True
2842,2842,18,7,0.25,3,True
2843,2843,18,7,0.35,3,True
2844,2844,18,7,0.05,4,True
2845,2845,18,7,0.15,4,True
2846,2846,18,7,0.25,4,True
2847,2847,18,7,0.35,4,True
2848,2848,18,8,0.05,1,True
2849,2849,18,8,0.15,1,True
2850,2850,18,8,0.25,1,True
2851,2851,18,8,0.35,1,True
2852,2852,18,8,0.05,2,True
2853,2853,18,8,0.15,2,True
2854,2854,18,8,0.25,2,True
2855,2855,18,8,0.35,2,True
2856,2856,18,8,0.05,3,True
2857,2857,18,8,0.15,3,True
2858,2858,18,8,0.25,3,True
2859,2859,18,8,0.35,3,True
2860,2860,18,8,0.05,4,True
2861,2861,18,8,0.15,4,True
2862,2862,18,8,0.25,4,True
2863,2863,18,8,0.35,4,True
2864,2864,18,9,0.05,1,True
2865,2865,18,9,0.15,1,True
2866,2866,18,9,0.25,1,True
2867,2867,18,9,0.35,1,True
2868,2868,18,9,0.05,2,True
2869,2869,18,9,0.15,2,True
2870,2870,18,9,0.25,2,True
2871,2871,18,9,0.35,2,True
2872,2872,18,9,0.05,3,True
2873,2873,18,9,0.15,3,True
2874,2874,18,9,0.25,3,True
2875,2875,18,9,0.35,3,True
2876,2876,18,9,0.05,4,True
2877,2877,18,9,0.15,4,True
2878,2878,18,9,0.25,4,True
2879,2879,18,9,0.35,4,True
2880,2880,19,0,0.05,1,True
2881,2881,19,0,0.15,1,True
2882,2882,19,0,0.25,1,True
2883,2883,19,0,0.35,1,True
2884,2884,19,0,0.05,2,True
2885,2885,19,0,0.15,2,True
2886,2886,19,0,0.25,2,True
2887,2887,19,0,0.35,2,True
2888,2888,19,0,0.05,3,True
2889,2889,19,0,0.15,3,True
2890,2890,19,0,0.25,3,True
2891,2891,19,0,0.35,3,True
2892,2892,19,0,0.05,4,True
2893,2893,19,0,0.15,4,True
2894,2894,19,0,0.25,4,True
2895,2895,19,0,0.35,4,True
2896,2896,19,1,0.05,1,True
2897,2897,19,1,0.15,1,True
2898,2898,19,1,0.25,1,True
2899,2899,19,1,0.35,1,True
2900,2900,19,1,0.05,2,True
2901,2901,19,1,0.15,2,True
2902,2902,19,1,0.25,2,True
2903,2903,19,1,0.35,2,True
2904,2904,19,1,0.05,3,True
2905,2905,19,1,0.15,3,True
2906,2906,19,1,0.25,3,True
2907,2907,19,1,0.35,3,True
2908,2908,19,1,0.05,4,True
2909,2909,19,1,0.15,4,True
2910,2910,19,1,0.25,4,True
2911,2911,19,1,0.35,4,True
2912,2912,19,2,0.05,1,True
2913,2913,19,2,0.15,1,True
2914,2914,19,2,0.25,1,True
2915,2915,19,2,0.35,1,True
2916,2916,19,2,0.05,2,True
2917,2917,19,2,0.15,2,True
2918,2918,19,2,0.25,2,True
2919,2919,19,2,0.35,2,True
2920,2920,19,2,0.05,3,True
2921,2921,19,2,0.15,3,True
2922,2922,19,2,0.25,3,True
2923,2923,19,2,0.35,3,True
2924,2924,19,2,0.05,4,True
2925,2925,19,2,0.15,4,True
2926,2926,19,2,0.25,4,True
2927,2927,19,2,0.35,4,True
2928,2928,19,3,0.05,1,True
2929,2929,19,3,0.15,1,True
2930,2930,19,3,0.25,1,True
2931,2931,19,3,0.35,1,True
2932,2932,19,3,0.05,2,True
2933,2933,19,3,0.15,2,True
2934,2934,19,3,0.25,2,True
2935,2935,19,3,0.35,2,True
2936,2936,19,3,0.05,3,True
2937,2937,19,3,0.15,3,True
2938,2938,19,3,0.25,3,True
2939,2939,19,3,0.35,3,True
2940,2940,19,3,0.05,4,True
2941,2941,19,3,0.15,4,True
2942,2942,19,3,0.25,4,True
2943,2943,19,3,0.35,4,True
2944,2944,19,4,0.05,1,True
2945,2945,19,4,0.15,1,True
2946,2946,19,4,0.25,1,True
2947,2947,19,4,0.35,1,True
2948,2948,19,4,0.05,2,True
2949,2949,19,4,0.15,2,True
2950,2950,19,4,0.25,2,True
2951,2951,19,4,0.35,2,True
2952,2952,19,4,0.05,3,True
2953,2953,19,4,0.15,3,True
2954,2954,19,4,0.25,3,True
2955,2955,19,4,0.35,3,True
2956,2956,19,4,0.05,4,True
2957,2957,19,4,0.15,4,True
2958,2958,19,4,0.25,4,True
2959,2959,19,4,0.35,4,True
2960,2960,19,5,0.05,1,True
2961,2961,19,5,0.15,1,True
2962,2962,19,5,0.25,1,True
2963,2963,19,5,0.35,1,True
2964,2964,19,5,0.05,2,True
2965,2965,19,5,0.15,2,True
2966,2966,19,5,0.25,2,True
2967,2967,19,5,0.35,2,True
2968,2968,19,5,0.05,3,True
2969,2969,19,5,0.15,3,True
2970,2970,19,5,0.25,3,True
2971,2971,19,5,0.35,3,True
2972,2972,19,5,0.05,4,True
2973,2973,19,5,0.15,4,True
2974,2974,19,5,0.25,4,True
2975,2975,19,5,0.35,4,True
2976,2976,19,6,0.05,1,True
2977,2977,19,6,0.15,1,True
2978,2978,19,6,0.25,1,True
2979,2979,19,6,0.35,1,True
2980,2980,19,6,0.05,2,True
2981,2981,19,6,0.15,2,True
2982,2982,19,6,0.25,2,True
2983,2983,19,6,0.35,2,True
2984,2984,19,6,0.05,3,True
2985,2985,19,6,0.15,3,True
2986,2986,19,6,0.25,3,True
2987,2987,19,6,0.35,3,True
2988,2988,19,6,0.05,4,True
2989,2989,19,6,0.15,4,True
2990,2990,19,6,0.25,4,True
2991,2991,19,6,0.35,4,True
2992,2992,19,7,0.05,1,True
2993,2993,19,7,0.15,1,True
2994,2994,19,7,0.25,1,True
2995,2995,19,7,0.35,1,True
2996,2996,19,7,0.05,2,True
2997,2997,19,7,0.15,2,True
2998,2998,19,7,0.25,2,True
2999,2999,19,7,0.35,2,True
3000,3000,19,7,0.05,3,True
3001,3001,19,7,0.15,3,True
3002,3002,19,7,0.25,3,True
3003,3003,19,7,0.35,3,True
3004,3004,19,7,0.05,4,True
3005,3005,19,7,0.15,4,True
3006,3006,19,7,0.25,4,True
3007,3007,19,7,0.35,4,True
3008,3008,19,8,0.05,1,True
3009,3009,19,8,0.15,1,True
3010,3010,19,8,0.25,1,True
3011,3011,19,8,0.35,1,True
3012,3012,19,8,0.05,2,True
3013,3013,19,8,0.15,2,True
3014,3014,19,8,0.25,2,True
3015,3015,19,8,0.35,2,True
3016,3016,19,8,0.05,3,True
3017,3017,19,8,0.15,3,True
3018,3018,19,8,0.25,3,True
3019,3019,19,8,0.35,3,True
3020,3020,19,8,0.05,4,True
3021,3021,19,8,0.15,4,True
3022,3022,19,8,0.25,4,True
3023,3023,19,8,0.35,4,True
3024,3024,19,9,0.05,1,True
3025,3025,19,9,0.15,1,True
3026,3026,19,9,0.25,1,True
3027,3027,19,9,0.35,1,True
3028,3028,19,9,0.05,2,True
3029,3029,19,9,0.15,2,True
3030,3030,19,9,0.25,2,True
3031,3031,19,9,0.35,2,True
3032,3032,19,9,0.05,3,True
3033,3033,19,9,0.15,3,True
3034,3034,19,9,0.25,3,True
3035,3035,19,9,0.35,3,True
3036,3036,19,9,0.05,4,True
3037,3037,19,9,0.15,4,True
3038,3038,19,9,0.25,4,True
3039,3039,19,9,0.35,4,True
3040,3040,20,0,0.05,1,True
3041,3041,20,0,0.15,1,True
3042,3042,20,0,0.25,1,True
3043,3043,20,0,0.35,1,True
3044,3044,20,0,0.05,2,True
3045,3045,20,0,0.15,2,True
3046,3046,20,0,0.25,2,True
3047,3047,20,0,0.35,2,True
3048,3048,20,0,0.05,3,True
3049,3049,20,0,0.15,3,True
3050,3050,20,0,0.25,3,True
3051,3051,20,0,0.35,3,True
3052,3052,20,0,0.05,4,True
3053,3053,20,0,0.15,4,True
3054,3054,20,0,0.25,4,True
3055,3055,20,0,0.35,4,True
3056,3056,20,1,0.05,1,True
3057,3057,20,1,0.15,1,True
3058,3058,20,1,0.25,1,True
3059,3059,20,1,0.35,1,True
3060,3060,20,1,0.05,2,True
3061,3061,20,1,0.15,2,True
3062,3062,20,1,0.25,2,True
3063,3063,20,1,0.35,2,True
3064,3064,20,1,0.05,3,True
3065,3065,20,1,0.15,3,True
3066,3066,20,1,0.25,3,True
3067,3067,20,1,0.35,3,True
3068,3068,20,1,0.05,4,True
3069,3069,20,1,0.15,4,True
3070,3070,20,1,0.25,4,True
3071,3071,20,1,0.35,4,True
3072,3072,20,2,0.05,1,True
3073,3073,20,2,0.15,1,True
3074,3074,20,2,0.25,1,True
3075,3075,20,2,0.35,1,True
3076,3076,20,2,0.05,2,True
3077,3077,20,2,0.15,2,True
3078,3078,20,2,0.25,2,True
3079,3079,20,2,0.35,2,True
3080,3080,20,2,0.05,3,True
3081,3081,20,2,0.15,3,True
3082,3082,20,2,0.25,3,True
3083,3083,20,2,0.35,3,True
3084,3084,20,2,0.05,4,True
3085,3085,20,2,0.15,4,True
3086,3086,20,2,0.25,4,True
3087,3087,20,2,0.35,4,True
3088,3088,20,3,0.05,1,True
3089,3089,20,3,0.15,1,True
3090,3090,20,3,0.25,1,True
3091,3091,20,3,0.35,1,True
3092,3092,20,3,0.05,2,True
3093,3093,20,3,0.15,2,True
3094,3094,20,3,0.25,2,True
3095,3095,20,3,0.35,2,True
3096,3096,20,3,0.05,3,True
3097,3097,20,3,0.15,3,True
3098,3098,20,3,0.25,3,True
3099,3099,20,3,0.35,3,True
3100,3100,20,3,0.05,4,True
3101,3101,20,3,0.15,4,True
3102,3102,20,3,0.25,4,True
3103,3103,20,3,0.35,4,True
3104,3104,20,4,0.05,1,True
3105,3105,20,4,0.15,1,True
3106,3106,20,4,0.25,1,True
3107,3107,20,4,0.35,1,True
3108,3108,20,4,0.05,2,True
3109,3109,20,4,0.15,2,True
3110,3110,20,4,0.25,2,True
3111,3111,20,4,0.35,2,True
3112,3112,20,4,0.05,3,True
3113,3113,20,4,0.15,3,True
3114,3114,20,4,0.25,3,True
3115,3115,20,4,0.35,3,True
3116,3116,20,4,0.05,4,True
3117,3117,20,4,0.15,4,True
3118,3118,20,4,0.25,4,True
3119,3119,20,4,0.35,4,True
3120,3120,20,5,0.05,1,True
3121,3121,20,5,0.15,1,True
3122,3122,20,5,0.25,1,True
3123,3123,20,5,0.35,1,True
3124,3124,20,5,0.05,2,True
3125,3125,20,5,0.15,2,True
3126,3126,20,5,0.25,2,True
3127,3127,20,5,0.35,2,True
3128,3128,20,5,0.05,3,True
3129,3129,20,5,0.15,3,True
3130,3130,20,5,0.25,3,True
3131,3131,20,5,0.35,3,True
3132,3132,20,5,0.05,4,True
3133,3133,20,5,0.15,4,True
3134,3134,20,5,0.25,4,True
3135,3135,20,5,0.35,4,True
3136,3136,20,6,0.05,1,True
3137,3137,20,6,0.15,1,True
3138,3138,20,6,0.25,1,True
3139,3139,20,6,0.35,1,True
3140,3140,20,6,0.05,2,True
3141,3141,20,6,0.15,2,True
3142,3142,20,6,0.25,2,True
3143,3143,20,6,0.35,2,True
3144,3144,20,6,0.05,3,True
3145,3145,20,6,0.15,3,True
3146,3146,20,6,0.25,3,True
3147,3147,20,6,0.35,3,True
3148,3148,20,6,0.05,4,True
3149,3149,20,6,0.15,4,True
3150,3150,20,6,0.25,4,True
3151,3151,20,6,0.35,4,True
3152,3152,20,7,0.05,1,True
3153,3153,20,7,0.15,1,True
3154,3154,20,7,0.25,1,True
3155,3155,20,7,0.35,1,True
3156,3156,20,7,0.05,2,True
3157,3157,20,7,0.15,2,True
3158,3158,20,7,0.25,2,True
3159,3159,20,7,0.35,2,True
3160,3160,20,7,0.05,3,True
3161,3161,20,7,0.15,3,True
3162,3162,20,7,0.25,3,True
3163,3163,20,7,0.35,3,True
3164,3164,20,7,0.05,4,True
3165,3165,20,7,0.15,4,True
3166,3166,20,7,0.25,4,True
3167,3167,20,7,0.35,4,True
3168,3168,20,8,0.05,1,True
3169,3169,20,8,0.15,1,True
3170,3170,20,8,0.25,1,True
3171,3171,20,8,0.35,1,True
3172,3172,20,8,0.05,2,True
3173,3173,20,8,0.15,2,True
3174,3174,20,8,0.25,2,True
3175,3175,20,8,0.35,2,True
3176,3176,20,8,0.05,3,True
3177,3177,20,8,0.15,3,True
3178,3178,20,8,0.25,3,True
3179,3179,20,8,0.35,3,True
3180,3180,20,8,0.05,4,True
3181,3181,20,8,0.15,4,True
3182,3182,20,8,0.25,4,True
3183,3183,20,8,0.35,4,True
3184,3184,20,9,0.05,1,True
3185,3185,20,9,0.15,1,True
3186,3186,20,9,0.25,1,True
3187,3187,20,9,0.35,1,True
3188,3188,20,9,0.05,2,True
3189,3189,20,9,0.15,2,True
3190,3190,20,9,0.25,2,True
3191,3191,20,9,0.35,2,True
3192,3192,20,9,0.05,3,True
3193,3193,20,9,0.15,3,True
3194,3194,20,9,0.25,3,True
3195,3195,20,9,0.35,3,True
3196,3196,20,9,0.05,4,True
3197,3197,20,9,0.15,4,True
3198,3198,20,9,0.25,4,True
3199,3199,20,9,0.35,4,True
